City,Country,Latitude,Longitude,Temperature,Humidity,Cloudiness,WindSpeed,URL
vaini,to,-21.2,-175.2,82.39999999999992,69,75,4.57,"http://api.openweathermap.org/data/2.5/weather?q=vaini,to&appid=4cc2a844092656dedc2d4db74f22bdb6"
punta arenas,cl,-53.16,-70.91,46.39999999999998,52,40,11.3,"http://api.openweathermap.org/data/2.5/weather?q=punta arenas,cl&appid=4cc2a844092656dedc2d4db74f22bdb6"
ushuaia,ar,-54.81,-68.31,40.99999999999994,75,75,15.4,"http://api.openweathermap.org/data/2.5/weather?q=ushuaia,ar&appid=4cc2a844092656dedc2d4db74f22bdb6"
hermanus,za,-34.42,19.24,52.19420000000002,95,0,1.47,"http://api.openweathermap.org/data/2.5/weather?q=hermanus,za&appid=4cc2a844092656dedc2d4db74f22bdb6"
bredasdorp,za,-34.53,20.04,55.39999999999992,82,0,2.1,"http://api.openweathermap.org/data/2.5/weather?q=bredasdorp,za&appid=4cc2a844092656dedc2d4db74f22bdb6"
port alfred,za,-33.59,26.89,64.25420000000003,96,0,2.97,"http://api.openweathermap.org/data/2.5/weather?q=port alfred,za&appid=4cc2a844092656dedc2d4db74f22bdb6"
busselton,au,-33.64,115.35,68.30419999999998,100,0,9.67,"http://api.openweathermap.org/data/2.5/weather?q=busselton,au&appid=4cc2a844092656dedc2d4db74f22bdb6"
albany,au,-35.02,117.88,59.39420000000001,94,24,4.07,"http://api.openweathermap.org/data/2.5/weather?q=albany,au&appid=4cc2a844092656dedc2d4db74f22bdb6"
new norfolk,au,-42.78,147.06,48.19999999999993,70,20,2.1,"http://api.openweathermap.org/data/2.5/weather?q=new norfolk,au&appid=4cc2a844092656dedc2d4db74f22bdb6"
hobart,au,-42.88,147.33,48.19999999999993,70,20,2.1,"http://api.openweathermap.org/data/2.5/weather?q=hobart,au&appid=4cc2a844092656dedc2d4db74f22bdb6"
bluff,nz,-46.6,168.33,66.4142,78,36,8.82,"http://api.openweathermap.org/data/2.5/weather?q=bluff,nz&appid=4cc2a844092656dedc2d4db74f22bdb6"
kruisfontein,za,-34,24.73,62.09420000000006,96,0,3.32,"http://api.openweathermap.org/data/2.5/weather?q=kruisfontein,za&appid=4cc2a844092656dedc2d4db74f22bdb6"
kaitangata,nz,-46.28,169.85,64.43419999999998,83,80,5.07,"http://api.openweathermap.org/data/2.5/weather?q=kaitangata,nz&appid=4cc2a844092656dedc2d4db74f22bdb6"
rikitea,pf,-23.12,-134.97,80.09420000000006,100,48,6.92,"http://api.openweathermap.org/data/2.5/weather?q=rikitea,pf&appid=4cc2a844092656dedc2d4db74f22bdb6"
cape town,za,-33.93,18.42,62.599999999999966,77,0,5.1,"http://api.openweathermap.org/data/2.5/weather?q=cape town,za&appid=4cc2a844092656dedc2d4db74f22bdb6"
mar del plata,ar,-46.43,-67.52,49.134199999999964,61,0,7.62,"http://api.openweathermap.org/data/2.5/weather?q=mar del plata,ar&appid=4cc2a844092656dedc2d4db74f22bdb6"
east london,za,-33.02,27.91,69.74420000000003,100,0,4.27,"http://api.openweathermap.org/data/2.5/weather?q=east london,za&appid=4cc2a844092656dedc2d4db74f22bdb6"
port elizabeth,za,-33.92,25.57,60.80000000000001,87,0,3.1,"http://api.openweathermap.org/data/2.5/weather?q=port elizabeth,za&appid=4cc2a844092656dedc2d4db74f22bdb6"
chuy,uy,-33.69,-53.46,70.10420000000005,74,0,5.37,"http://api.openweathermap.org/data/2.5/weather?q=chuy,uy&appid=4cc2a844092656dedc2d4db74f22bdb6"
dunedin,nz,-45.87,170.5,65.69420000000008,70,36,3.87,"http://api.openweathermap.org/data/2.5/weather?q=dunedin,nz&appid=4cc2a844092656dedc2d4db74f22bdb6"
saint-philippe,re,-21.36,55.77,79.75399999999996,83,92,2.1,"http://api.openweathermap.org/data/2.5/weather?q=saint-philippe,re&appid=4cc2a844092656dedc2d4db74f22bdb6"
castro,cl,-42.48,-73.76,52.28419999999994,89,92,3.57,"http://api.openweathermap.org/data/2.5/weather?q=castro,cl&appid=4cc2a844092656dedc2d4db74f22bdb6"
tuatapere,nz,-46.13,167.69,64.43419999999998,90,92,5.42,"http://api.openweathermap.org/data/2.5/weather?q=tuatapere,nz&appid=4cc2a844092656dedc2d4db74f22bdb6"
cidreira,br,-30.17,-50.22,71.09420000000006,71,24,4.02,"http://api.openweathermap.org/data/2.5/weather?q=cidreira,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
avarua,ck,-21.21,-159.78,84.19999999999999,79,40,3.1,"http://api.openweathermap.org/data/2.5/weather?q=avarua,ck&appid=4cc2a844092656dedc2d4db74f22bdb6"
rio gallegos,ar,-51.62,-69.22,48.19999999999993,34,75,9.3,"http://api.openweathermap.org/data/2.5/weather?q=rio gallegos,ar&appid=4cc2a844092656dedc2d4db74f22bdb6"
christchurch,nz,-43.53,172.64,66.19999999999999,77,0,5.1,"http://api.openweathermap.org/data/2.5/weather?q=christchurch,nz&appid=4cc2a844092656dedc2d4db74f22bdb6"
coihaique,cl,-45.58,-72.07,42.799999999999955,71,75,3.6,"http://api.openweathermap.org/data/2.5/weather?q=coihaique,cl&appid=4cc2a844092656dedc2d4db74f22bdb6"
waipawa,nz,-39.94,176.59,63.62420000000003,70,8,2.82,"http://api.openweathermap.org/data/2.5/weather?q=waipawa,nz&appid=4cc2a844092656dedc2d4db74f22bdb6"
comodoro rivadavia,ar,-45.87,-67.48,40.99999999999994,80,40,5.7,"http://api.openweathermap.org/data/2.5/weather?q=comodoro rivadavia,ar&appid=4cc2a844092656dedc2d4db74f22bdb6"
saldanha,za,-33.01,17.94,57.19999999999999,76,0,3.1,"http://api.openweathermap.org/data/2.5/weather?q=saldanha,za&appid=4cc2a844092656dedc2d4db74f22bdb6"
arraial do cabo,br,-22.97,-42.02,89.59999999999997,66,0,7.7,"http://api.openweathermap.org/data/2.5/weather?q=arraial do cabo,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
jamestown,sh,-15.94,-5.72,75.23419999999993,100,80,4.92,"http://api.openweathermap.org/data/2.5/weather?q=jamestown,sh&appid=4cc2a844092656dedc2d4db74f22bdb6"
esperance,au,-33.86,121.89,54.71420000000006,95,0,3.12,"http://api.openweathermap.org/data/2.5/weather?q=esperance,au&appid=4cc2a844092656dedc2d4db74f22bdb6"
te anau,nz,-45.41,167.72,59.48419999999993,94,64,5.72,"http://api.openweathermap.org/data/2.5/weather?q=te anau,nz&appid=4cc2a844092656dedc2d4db74f22bdb6"
burnie,au,-41.05,145.91,58.0442000000001,100,24,9.17,"http://api.openweathermap.org/data/2.5/weather?q=burnie,au&appid=4cc2a844092656dedc2d4db74f22bdb6"
trelew,ar,-43.25,-65.31,68.93419999999998,31,92,9.87,"http://api.openweathermap.org/data/2.5/weather?q=trelew,ar&appid=4cc2a844092656dedc2d4db74f22bdb6"
rocha,uy,-34.48,-54.34,66.23419999999993,60,0,4.32,"http://api.openweathermap.org/data/2.5/weather?q=rocha,uy&appid=4cc2a844092656dedc2d4db74f22bdb6"
otane,nz,-39.89,176.62,59.754200000000026,82,8,0.77,"http://api.openweathermap.org/data/2.5/weather?q=otane,nz&appid=4cc2a844092656dedc2d4db74f22bdb6"
ancud,cl,-41.87,-73.83,56.244200000000035,94,88,3.22,"http://api.openweathermap.org/data/2.5/weather?q=ancud,cl&appid=4cc2a844092656dedc2d4db74f22bdb6"
hastings,nz,-39.64,176.84,63.71420000000006,100,68,1.07,"http://api.openweathermap.org/data/2.5/weather?q=hastings,nz&appid=4cc2a844092656dedc2d4db74f22bdb6"
puerto madryn,ar,-42.77,-65.04,71.81419999999997,54,68,8.37,"http://api.openweathermap.org/data/2.5/weather?q=puerto madryn,ar&appid=4cc2a844092656dedc2d4db74f22bdb6"
warrnambool,au,-38.38,142.48,59.934199999999976,89,76,6.12,"http://api.openweathermap.org/data/2.5/weather?q=warrnambool,au&appid=4cc2a844092656dedc2d4db74f22bdb6"
gisborne,nz,-38.66,178.02,63.26420000000002,93,64,3.77,"http://api.openweathermap.org/data/2.5/weather?q=gisborne,nz&appid=4cc2a844092656dedc2d4db74f22bdb6"
souillac,mu,-20.52,57.52,78.80000000000001,94,75,3.1,"http://api.openweathermap.org/data/2.5/weather?q=souillac,mu&appid=4cc2a844092656dedc2d4db74f22bdb6"
general roca,ar,-39.03,-67.58,82.39999999999992,23,0,3.1,"http://api.openweathermap.org/data/2.5/weather?q=general roca,ar&appid=4cc2a844092656dedc2d4db74f22bdb6"
tolaga bay,nz,-38.37,178.3,63.26420000000002,93,64,3.77,"http://api.openweathermap.org/data/2.5/weather?q=tolaga bay,nz&appid=4cc2a844092656dedc2d4db74f22bdb6"
lebu,cl,-37.62,-73.65,61.55419999999998,100,0,9.42,"http://api.openweathermap.org/data/2.5/weather?q=lebu,cl&appid=4cc2a844092656dedc2d4db74f22bdb6"
hamilton,au,-37.74,142.02,52.46420000000006,87,56,3.57,"http://api.openweathermap.org/data/2.5/weather?q=hamilton,au&appid=4cc2a844092656dedc2d4db74f22bdb6"
nelson bay,au,-32.72,152.14,73.39999999999992,78,75,4.1,"http://api.openweathermap.org/data/2.5/weather?q=nelson bay,au&appid=4cc2a844092656dedc2d4db74f22bdb6"
santa rosa,ar,-36.62,-64.29,81.08419999999995,25,0,4.22,"http://api.openweathermap.org/data/2.5/weather?q=santa rosa,ar&appid=4cc2a844092656dedc2d4db74f22bdb6"
rio grande,br,-32.03,-52.1,75.19999999999999,47,0,5.1,"http://api.openweathermap.org/data/2.5/weather?q=rio grande,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
horsham,au,-36.71,142.2,53.09420000000006,92,0,4.02,"http://api.openweathermap.org/data/2.5/weather?q=horsham,au&appid=4cc2a844092656dedc2d4db74f22bdb6"
port macquarie,au,-31.43,152.91,71.59999999999997,100,75,2.92,"http://api.openweathermap.org/data/2.5/weather?q=port macquarie,au&appid=4cc2a844092656dedc2d4db74f22bdb6"
mercedes,ar,-29.18,-58.08,74.69420000000008,43,32,4.77,"http://api.openweathermap.org/data/2.5/weather?q=mercedes,ar&appid=4cc2a844092656dedc2d4db74f22bdb6"
geraldton,au,-28.77,114.6,78.80000000000001,26,8,9.8,"http://api.openweathermap.org/data/2.5/weather?q=geraldton,au&appid=4cc2a844092656dedc2d4db74f22bdb6"
mildura,au,-34.18,142.16,56.69420000000008,95,0,3.77,"http://api.openweathermap.org/data/2.5/weather?q=mildura,au&appid=4cc2a844092656dedc2d4db74f22bdb6"
mahebourg,mu,-20.41,57.7,78.80000000000001,94,75,3.1,"http://api.openweathermap.org/data/2.5/weather?q=mahebourg,mu&appid=4cc2a844092656dedc2d4db74f22bdb6"
san luis,ar,-33.3,-66.34,82.88420000000002,18,0,3.67,"http://api.openweathermap.org/data/2.5/weather?q=san luis,ar&appid=4cc2a844092656dedc2d4db74f22bdb6"
carnarvon,au,-24.87,113.63,80.27420000000001,87,0,4.72,"http://api.openweathermap.org/data/2.5/weather?q=carnarvon,au&appid=4cc2a844092656dedc2d4db74f22bdb6"
oranjemund,na,-28.55,16.43,61.914199999999994,93,0,8.27,"http://api.openweathermap.org/data/2.5/weather?q=oranjemund,na&appid=4cc2a844092656dedc2d4db74f22bdb6"
broken hill,au,-31.97,141.45,57.684199999999976,94,32,5.47,"http://api.openweathermap.org/data/2.5/weather?q=broken hill,au&appid=4cc2a844092656dedc2d4db74f22bdb6"
butterworth,za,-32.33,28.14,55.34420000000006,90,32,0.32,"http://api.openweathermap.org/data/2.5/weather?q=butterworth,za&appid=4cc2a844092656dedc2d4db74f22bdb6"
ambovombe,mg,-25.18,46.09,75.68419999999998,90,92,2.32,"http://api.openweathermap.org/data/2.5/weather?q=ambovombe,mg&appid=4cc2a844092656dedc2d4db74f22bdb6"
sawtell,au,-30.38,153.1,75.19999999999999,83,64,6.2,"http://api.openweathermap.org/data/2.5/weather?q=sawtell,au&appid=4cc2a844092656dedc2d4db74f22bdb6"
ballina,au,-28.87,153.57,74.51420000000002,100,36,2.12,"http://api.openweathermap.org/data/2.5/weather?q=ballina,au&appid=4cc2a844092656dedc2d4db74f22bdb6"
sao joao da barra,br,-21.64,-41.05,82.39999999999992,69,0,4.1,"http://api.openweathermap.org/data/2.5/weather?q=sao joao da barra,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
luderitz,na,-26.65,15.16,60.80000000000001,82,0,8.2,"http://api.openweathermap.org/data/2.5/weather?q=luderitz,na&appid=4cc2a844092656dedc2d4db74f22bdb6"
villa carlos paz,ar,-31.42,-64.5,80.59999999999997,15,0,5.1,"http://api.openweathermap.org/data/2.5/weather?q=villa carlos paz,ar&appid=4cc2a844092656dedc2d4db74f22bdb6"
umtata,za,-31.59,28.78,60.80000000000001,82,80,1,"http://api.openweathermap.org/data/2.5/weather?q=umtata,za&appid=4cc2a844092656dedc2d4db74f22bdb6"
la rioja,ar,-29.41,-66.86,78.02420000000001,37,0,1.52,"http://api.openweathermap.org/data/2.5/weather?q=la rioja,ar&appid=4cc2a844092656dedc2d4db74f22bdb6"
elliot,za,-31.33,27.85,45.89420000000007,86,12,1.02,"http://api.openweathermap.org/data/2.5/weather?q=elliot,za&appid=4cc2a844092656dedc2d4db74f22bdb6"
quthing,ls,-30.4,27.7,43.82419999999996,99,0,0.97,"http://api.openweathermap.org/data/2.5/weather?q=quthing,ls&appid=4cc2a844092656dedc2d4db74f22bdb6"
ngunguru,nz,-35.62,174.5,69.6542,96,92,8.87,"http://api.openweathermap.org/data/2.5/weather?q=ngunguru,nz&appid=4cc2a844092656dedc2d4db74f22bdb6"
thaba-tseka,ls,-29.52,28.61,36.08419999999995,85,0,0.87,"http://api.openweathermap.org/data/2.5/weather?q=thaba-tseka,ls&appid=4cc2a844092656dedc2d4db74f22bdb6"
talcahuano,cl,-36.72,-73.12,66.19999999999999,55,0,6.7,"http://api.openweathermap.org/data/2.5/weather?q=talcahuano,cl&appid=4cc2a844092656dedc2d4db74f22bdb6"
coquimbo,cl,-29.95,-71.34,62.599999999999966,77,20,4.6,"http://api.openweathermap.org/data/2.5/weather?q=coquimbo,cl&appid=4cc2a844092656dedc2d4db74f22bdb6"
byron bay,au,-28.65,153.62,71.59999999999997,94,36,1.5,"http://api.openweathermap.org/data/2.5/weather?q=byron bay,au&appid=4cc2a844092656dedc2d4db74f22bdb6"
puerto ayora,ec,-0.74,-90.35,85.99999999999994,66,20,6.2,"http://api.openweathermap.org/data/2.5/weather?q=puerto ayora,ec&appid=4cc2a844092656dedc2d4db74f22bdb6"
imbituba,br,-28.24,-48.67,73.39999999999992,83,75,6.2,"http://api.openweathermap.org/data/2.5/weather?q=imbituba,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
bethlehem,za,-28.23,28.31,48.14420000000007,85,0,0.37,"http://api.openweathermap.org/data/2.5/weather?q=bethlehem,za&appid=4cc2a844092656dedc2d4db74f22bdb6"
vila velha,br,-3.71,-38.6,84.19999999999999,74,20,3.6,"http://api.openweathermap.org/data/2.5/weather?q=vila velha,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
florianopolis,br,-27.6,-48.55,73.39999999999992,83,75,6.2,"http://api.openweathermap.org/data/2.5/weather?q=florianopolis,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
reitz,za,-27.8,28.43,52.46420000000006,91,32,1.67,"http://api.openweathermap.org/data/2.5/weather?q=reitz,za&appid=4cc2a844092656dedc2d4db74f22bdb6"
bambous virieux,mu,-20.34,57.76,78.80000000000001,94,75,3.1,"http://api.openweathermap.org/data/2.5/weather?q=bambous virieux,mu&appid=4cc2a844092656dedc2d4db74f22bdb6"
frankfort,za,-27.28,28.49,55.434199999999976,100,32,1.42,"http://api.openweathermap.org/data/2.5/weather?q=frankfort,za&appid=4cc2a844092656dedc2d4db74f22bdb6"
porto belo,br,-27.15,-48.54,75.05599999999998,83,20,7.7,"http://api.openweathermap.org/data/2.5/weather?q=porto belo,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
villiers,za,-27.03,28.6,51.83419999999995,91,20,1.32,"http://api.openweathermap.org/data/2.5/weather?q=villiers,za&appid=4cc2a844092656dedc2d4db74f22bdb6"
balfour,za,-26.66,28.59,49.85420000000005,90,12,1.22,"http://api.openweathermap.org/data/2.5/weather?q=balfour,za&appid=4cc2a844092656dedc2d4db74f22bdb6"
penha,br,-26.78,-48.65,79.07,83,20,7.7,"http://api.openweathermap.org/data/2.5/weather?q=penha,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
pontal do parana,br,-25.67,-48.51,80.59999999999997,83,75,7.7,"http://api.openweathermap.org/data/2.5/weather?q=pontal do parana,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
springs,za,-26.24,28.43,62.599999999999966,82,0,2.1,"http://api.openweathermap.org/data/2.5/weather?q=springs,za&appid=4cc2a844092656dedc2d4db74f22bdb6"
benoni,za,-26.19,28.31,64.47200000000004,82,0,2.1,"http://api.openweathermap.org/data/2.5/weather?q=benoni,za&appid=4cc2a844092656dedc2d4db74f22bdb6"
salta,ar,-24.79,-65.41,64.63399999999996,72,90,2.1,"http://api.openweathermap.org/data/2.5/weather?q=salta,ar&appid=4cc2a844092656dedc2d4db74f22bdb6"
cananeia,br,-25.01,-47.93,79.73419999999993,100,24,3.17,"http://api.openweathermap.org/data/2.5/weather?q=cananeia,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
iguape,br,-24.7,-47.56,88.46420000000006,73,0,3.37,"http://api.openweathermap.org/data/2.5/weather?q=iguape,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
walvis bay,na,-22.95,14.51,60.80000000000001,82,0,1.5,"http://api.openweathermap.org/data/2.5/weather?q=walvis bay,na&appid=4cc2a844092656dedc2d4db74f22bdb6"
miracatu,br,-24.28,-47.45,86.0342,59,0,0.87,"http://api.openweathermap.org/data/2.5/weather?q=miracatu,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
piedade,br,-23.71,-47.43,86.0342,59,0,0.87,"http://api.openweathermap.org/data/2.5/weather?q=piedade,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
henties bay,na,-22.12,14.28,63.5342,94,24,2.07,"http://api.openweathermap.org/data/2.5/weather?q=henties bay,na&appid=4cc2a844092656dedc2d4db74f22bdb6"
votorantim,br,-23.55,-47.44,80.59999999999997,57,40,5.1,"http://api.openweathermap.org/data/2.5/weather?q=votorantim,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
itu,br,-23.26,-47.3,80.59999999999997,57,40,5.1,"http://api.openweathermap.org/data/2.5/weather?q=itu,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
monte mor,br,-22.95,-47.31,80.59999999999997,57,40,5.1,"http://api.openweathermap.org/data/2.5/weather?q=monte mor,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
americana,br,-22.74,-47.33,80.59999999999997,57,40,5.1,"http://api.openweathermap.org/data/2.5/weather?q=americana,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
limeira,br,-22.56,-47.4,83.38999999999993,57,40,5.1,"http://api.openweathermap.org/data/2.5/weather?q=limeira,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
araras,br,-22.36,-47.38,85.99999999999994,51,20,3.1,"http://api.openweathermap.org/data/2.5/weather?q=araras,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
leme,br,-22.19,-47.39,85.99999999999994,51,20,3.1,"http://api.openweathermap.org/data/2.5/weather?q=leme,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
pirassununga,br,-22,-47.43,85.99999999999994,51,20,3.1,"http://api.openweathermap.org/data/2.5/weather?q=pirassununga,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
tupiza,bo,-21.44,-65.72,54.89420000000001,73,36,1.22,"http://api.openweathermap.org/data/2.5/weather?q=tupiza,bo&appid=4cc2a844092656dedc2d4db74f22bdb6"
santa rita do passa quatro,br,-21.71,-47.48,85.99999999999994,51,20,3.1,"http://api.openweathermap.org/data/2.5/weather?q=santa rita do passa quatro,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
atocha,bo,-20.93,-66.22,51.11419999999998,92,20,1.07,"http://api.openweathermap.org/data/2.5/weather?q=atocha,bo&appid=4cc2a844092656dedc2d4db74f22bdb6"
pisco,pe,-13.71,-76.2,76.99999999999994,61,0,8.2,"http://api.openweathermap.org/data/2.5/weather?q=pisco,pe&appid=4cc2a844092656dedc2d4db74f22bdb6"
cajuru,br,-21.27,-47.3,78.80000000000001,65,20,2.1,"http://api.openweathermap.org/data/2.5/weather?q=cajuru,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
altinopolis,br,-21.03,-47.37,78.80000000000001,65,20,2.1,"http://api.openweathermap.org/data/2.5/weather?q=altinopolis,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
caravelas,br,-17.73,-39.27,81.5342,100,0,6.82,"http://api.openweathermap.org/data/2.5/weather?q=caravelas,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
franca,br,-20.54,-47.4,80.18419999999998,68,24,1.07,"http://api.openweathermap.org/data/2.5/weather?q=franca,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
tautira,pf,-17.73,-149.15,84.19999999999999,70,75,1,"http://api.openweathermap.org/data/2.5/weather?q=tautira,pf&appid=4cc2a844092656dedc2d4db74f22bdb6"
uyuni,bo,-20.46,-66.82,53.5442000000001,80,64,1.82,"http://api.openweathermap.org/data/2.5/weather?q=uyuni,bo&appid=4cc2a844092656dedc2d4db74f22bdb6"
pedregulho,br,-20.25,-47.48,80.18419999999998,68,24,1.07,"http://api.openweathermap.org/data/2.5/weather?q=pedregulho,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
potosi,bo,-19.59,-65.75,49.134199999999964,91,56,1.42,"http://api.openweathermap.org/data/2.5/weather?q=potosi,bo&appid=4cc2a844092656dedc2d4db74f22bdb6"
sacramento,br,-19.87,-47.44,80.618,65,40,1.5,"http://api.openweathermap.org/data/2.5/weather?q=sacramento,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
opuwo,na,-18.06,13.84,64.52420000000001,97,76,1.62,"http://api.openweathermap.org/data/2.5/weather?q=opuwo,na&appid=4cc2a844092656dedc2d4db74f22bdb6"
araxa,br,-19.59,-46.94,82.39999999999992,54,40,2.1,"http://api.openweathermap.org/data/2.5/weather?q=araxa,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
challapata,bo,-18.9,-66.78,48.32419999999996,88,76,0.57,"http://api.openweathermap.org/data/2.5/weather?q=challapata,bo&appid=4cc2a844092656dedc2d4db74f22bdb6"
colquechaca,bo,-18.7,-66,53.27420000000001,79,48,1.07,"http://api.openweathermap.org/data/2.5/weather?q=colquechaca,bo&appid=4cc2a844092656dedc2d4db74f22bdb6"
monte carmelo,br,-18.73,-47.5,79.2842,66,8,1.67,"http://api.openweathermap.org/data/2.5/weather?q=monte carmelo,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
belmonte,br,-26.84,-53.58,80.36420000000004,76,0,3.92,"http://api.openweathermap.org/data/2.5/weather?q=belmonte,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
uncia,bo,-18.47,-66.57,52.73419999999993,70,56,1.52,"http://api.openweathermap.org/data/2.5/weather?q=uncia,bo&appid=4cc2a844092656dedc2d4db74f22bdb6"
coromandel,br,-18.47,-47.2,79.2842,66,8,1.67,"http://api.openweathermap.org/data/2.5/weather?q=coromandel,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
irpa irpa,bo,-17.72,-66.29,66.19999999999999,59,75,1.5,"http://api.openweathermap.org/data/2.5/weather?q=irpa irpa,bo&appid=4cc2a844092656dedc2d4db74f22bdb6"
vazante,br,-17.99,-46.9,80.45420000000007,75,0,1.37,"http://api.openweathermap.org/data/2.5/weather?q=vazante,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
sipe sipe,bo,-17.45,-66.36,66.19999999999999,59,75,1.5,"http://api.openweathermap.org/data/2.5/weather?q=sipe sipe,bo&appid=4cc2a844092656dedc2d4db74f22bdb6"
paracatu,br,-17.22,-46.87,80.27420000000001,83,0,1.32,"http://api.openweathermap.org/data/2.5/weather?q=paracatu,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
lima,pe,-12.06,-77.04,68.93419999999998,65,48,1.17,"http://api.openweathermap.org/data/2.5/weather?q=lima,pe&appid=4cc2a844092656dedc2d4db74f22bdb6"
cochabamba,bo,-17.39,-66.16,66.19999999999999,59,75,1.5,"http://api.openweathermap.org/data/2.5/weather?q=cochabamba,bo&appid=4cc2a844092656dedc2d4db74f22bdb6"
cristalina,br,-16.77,-47.61,78.11420000000004,75,0,1.62,"http://api.openweathermap.org/data/2.5/weather?q=cristalina,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
maceio,br,-9.67,-35.74,80.59999999999997,74,0,3.6,"http://api.openweathermap.org/data/2.5/weather?q=maceio,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
namibe,ao,-15.19,12.15,77.21420000000006,100,100,4.22,"http://api.openweathermap.org/data/2.5/weather?q=namibe,ao&appid=4cc2a844092656dedc2d4db74f22bdb6"
hualmay,pe,-11.1,-77.61,75.86420000000004,67,8,1.92,"http://api.openweathermap.org/data/2.5/weather?q=hualmay,pe&appid=4cc2a844092656dedc2d4db74f22bdb6"
atuona,pf,-9.8,-139.03,81.5342,100,64,7.27,"http://api.openweathermap.org/data/2.5/weather?q=atuona,pf&appid=4cc2a844092656dedc2d4db74f22bdb6"
caranavi,bo,-15.83,-67.57,71.36420000000004,90,68,0.97,"http://api.openweathermap.org/data/2.5/weather?q=caranavi,bo&appid=4cc2a844092656dedc2d4db74f22bdb6"
san borja,bo,-14.86,-66.75,79.55419999999998,86,76,1.17,"http://api.openweathermap.org/data/2.5/weather?q=san borja,bo&appid=4cc2a844092656dedc2d4db74f22bdb6"
formosa,br,-15.55,-47.33,76.76420000000002,77,12,1.57,"http://api.openweathermap.org/data/2.5/weather?q=formosa,br&appid=4cc2a844092656dedc2d4db74f22bdb6"
lusaka,zm,-15.42,28.28,67.76420000000002,85,0,2.52,"http://api.openweathermap.org/data/2.5/weather?q=lusaka,zm&appid=4cc2a844092656dedc2d4db74f22bdb6"
