City,Country,Latitude,Longitude,Temperature,Humidity,Cloudiness,WindSpeed,URL
bonanza,ni,14.03,-84.62,83.1542,66,64,1.57,"http://api.openweathermap.org/data/2.5/weather?q=bonanza,ni&appid=4cc2a844092656dedc2d4db74f22bdb6"
san jose de rio tinto,hn,14.93,-85.7,89.59999999999997,43,40,1,"http://api.openweathermap.org/data/2.5/weather?q=san jose de rio tinto,hn&appid=4cc2a844092656dedc2d4db74f22bdb6"
dulce nombre de culmi,hn,15.08,-85.56,89.59999999999997,43,40,1,"http://api.openweathermap.org/data/2.5/weather?q=dulce nombre de culmi,hn&appid=4cc2a844092656dedc2d4db74f22bdb6"
mindelo,cv,16.89,-24.98,71.00420000000003,96,20,8.22,"http://api.openweathermap.org/data/2.5/weather?q=mindelo,cv&appid=4cc2a844092656dedc2d4db74f22bdb6"
la orilla,mx,18,-102.23,83.42419999999998,63,0,2.32,"http://api.openweathermap.org/data/2.5/weather?q=la orilla,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
cusuna,hn,15.85,-85.23,90.5342,37,0,1.67,"http://api.openweathermap.org/data/2.5/weather?q=cusuna,hn&appid=4cc2a844092656dedc2d4db74f22bdb6"
porto novo,cv,17.02,-25.06,69.80000000000001,73,40,12.3,"http://api.openweathermap.org/data/2.5/weather?q=porto novo,cv&appid=4cc2a844092656dedc2d4db74f22bdb6"
coahuayana,mx,18.62,-100.35,89.36420000000004,18,0,1.32,"http://api.openweathermap.org/data/2.5/weather?q=coahuayana,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
tanout,ne,14.97,8.88,74.1542,17,12,2.92,"http://api.openweathermap.org/data/2.5/weather?q=tanout,ne&appid=4cc2a844092656dedc2d4db74f22bdb6"
ponta do sol,cv,17.2,-25.09,70.2842,100,12,9.67,"http://api.openweathermap.org/data/2.5/weather?q=ponta do sol,cv&appid=4cc2a844092656dedc2d4db74f22bdb6"
savannah bight,hn,16.45,-85.85,82.52420000000001,90,0,9.07,"http://api.openweathermap.org/data/2.5/weather?q=savannah bight,hn&appid=4cc2a844092656dedc2d4db74f22bdb6"
nanakuli,us,21.39,-158.15,75.19999999999999,78,75,4.1,"http://api.openweathermap.org/data/2.5/weather?q=nanakuli,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
bathsheba,bb,13.22,-59.52,80.59999999999997,69,40,6.2,"http://api.openweathermap.org/data/2.5/weather?q=bathsheba,bb&appid=4cc2a844092656dedc2d4db74f22bdb6"
agadez,ne,16.97,7.99,74.96420000000006,14,0,4.22,"http://api.openweathermap.org/data/2.5/weather?q=agadez,ne&appid=4cc2a844092656dedc2d4db74f22bdb6"
marawi,sd,18.48,31.82,66.59420000000006,23,0,1.67,"http://api.openweathermap.org/data/2.5/weather?q=marawi,sd&appid=4cc2a844092656dedc2d4db74f22bdb6"
najran,sa,17.54,44.22,71.59999999999997,18,0,2.12,"http://api.openweathermap.org/data/2.5/weather?q=najran,sa&appid=4cc2a844092656dedc2d4db74f22bdb6"
salinas,us,36.67,-121.66,66.59600000000006,40,1,5.7,"http://api.openweathermap.org/data/2.5/weather?q=salinas,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
porbandar,in,21.64,69.61,72.26420000000002,88,0,5.67,"http://api.openweathermap.org/data/2.5/weather?q=porbandar,in&appid=4cc2a844092656dedc2d4db74f22bdb6"
guerrero negro,mx,27.97,-114.04,74.33419999999995,38,0,2.77,"http://api.openweathermap.org/data/2.5/weather?q=guerrero negro,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
armeria,mx,18.93,-103.97,84.50600000000003,78,20,5.1,"http://api.openweathermap.org/data/2.5/weather?q=armeria,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
dorado,us,36.91,-82.27,64.43599999999998,48,90,2.1,"http://api.openweathermap.org/data/2.5/weather?q=dorado,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
el colomo,mx,20.87,-105.16,82.27399999999994,83,5,6.2,"http://api.openweathermap.org/data/2.5/weather?q=el colomo,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
atar,mr,20.52,-13.05,74.06419999999997,23,0,4.02,"http://api.openweathermap.org/data/2.5/weather?q=atar,mr&appid=4cc2a844092656dedc2d4db74f22bdb6"
minatitlan,mx,19.39,-104.05,84.52399999999994,78,20,5.1,"http://api.openweathermap.org/data/2.5/weather?q=minatitlan,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
casimiro castillo,mx,19.6,-104.44,80.59999999999997,78,20,5.1,"http://api.openweathermap.org/data/2.5/weather?q=casimiro castillo,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
el grullo,mx,19.8,-104.22,89.36420000000004,19,0,1.52,"http://api.openweathermap.org/data/2.5/weather?q=el grullo,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
union de tula,mx,19.96,-104.27,89.36420000000004,19,0,1.52,"http://api.openweathermap.org/data/2.5/weather?q=union de tula,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
juchitlan,mx,20.08,-104.1,86.57419999999996,18,0,1.22,"http://api.openweathermap.org/data/2.5/weather?q=juchitlan,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
tenamaxtlan,mx,20.22,-104.17,85.58419999999995,15,0,1.62,"http://api.openweathermap.org/data/2.5/weather?q=tenamaxtlan,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
ameca,mx,20.55,-104.05,86.6642,15,0,2.02,"http://api.openweathermap.org/data/2.5/weather?q=ameca,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
san marcos,mx,20.03,-99.34,76.85420000000005,21,24,1.42,"http://api.openweathermap.org/data/2.5/weather?q=san marcos,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
ixtlan del rio,mx,21.03,-104.37,85.99999999999994,27,5,4.6,"http://api.openweathermap.org/data/2.5/weather?q=ixtlan del rio,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
hostotipaquillo,mx,21.06,-104.05,85.85420000000005,16,0,1.17,"http://api.openweathermap.org/data/2.5/weather?q=hostotipaquillo,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
mantua,cu,22.29,-84.28,84.59420000000006,58,0,2.92,"http://api.openweathermap.org/data/2.5/weather?q=mantua,cu&appid=4cc2a844092656dedc2d4db74f22bdb6"
santa maria del oro,mx,25.95,-105.37,75.68419999999998,11,0,4.12,"http://api.openweathermap.org/data/2.5/weather?q=santa maria del oro,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
san juan,us,26.19,-98.16,88.86200000000002,51,75,6.7,"http://api.openweathermap.org/data/2.5/weather?q=san juan,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
villa guerrero,mx,21.98,-103.59,80.9042,15,0,1.97,"http://api.openweathermap.org/data/2.5/weather?q=villa guerrero,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
huejuquilla el alto,mx,22.63,-103.9,76.58419999999995,17,0,3.22,"http://api.openweathermap.org/data/2.5/weather?q=huejuquilla el alto,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
saint-francois,gp,16.25,-61.27,80.59999999999997,57,20,3.6,"http://api.openweathermap.org/data/2.5/weather?q=saint-francois,gp&appid=4cc2a844092656dedc2d4db74f22bdb6"
aswan,eg,24.09,32.9,68.0342,22,0,3.47,"http://api.openweathermap.org/data/2.5/weather?q=aswan,eg&appid=4cc2a844092656dedc2d4db74f22bdb6"
riyadh,sa,24.63,46.72,71.59999999999997,51,0,2.1,"http://api.openweathermap.org/data/2.5/weather?q=riyadh,sa&appid=4cc2a844092656dedc2d4db74f22bdb6"
chalchihuites,mx,23.48,-103.88,74.96420000000006,13,0,4.42,"http://api.openweathermap.org/data/2.5/weather?q=chalchihuites,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
suchil,mx,23.62,-103.92,74.96420000000006,13,0,4.42,"http://api.openweathermap.org/data/2.5/weather?q=suchil,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
nombre de dios,mx,23.85,-104.24,78.80000000000001,7,5,8.7,"http://api.openweathermap.org/data/2.5/weather?q=nombre de dios,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
cockburn town,tc,21.46,-71.14,73.7942000000001,100,36,2.07,"http://api.openweathermap.org/data/2.5/weather?q=cockburn town,tc&appid=4cc2a844092656dedc2d4db74f22bdb6"
tahta,eg,26.77,31.5,62.9042,40,0,2.02,"http://api.openweathermap.org/data/2.5/weather?q=tahta,eg&appid=4cc2a844092656dedc2d4db74f22bdb6"
guadalupe victoria,mx,21.68,-105.33,85.99999999999994,27,5,4.6,"http://api.openweathermap.org/data/2.5/weather?q=guadalupe victoria,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
tiznit,ma,29.7,-9.73,59.30419999999998,86,0,3.47,"http://api.openweathermap.org/data/2.5/weather?q=tiznit,ma&appid=4cc2a844092656dedc2d4db74f22bdb6"
panuco,mx,22.88,-102.54,80.59999999999997,10,5,7.7,"http://api.openweathermap.org/data/2.5/weather?q=panuco,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
penon blanco,mx,24.79,-104.04,78.74420000000003,16,0,3.22,"http://api.openweathermap.org/data/2.5/weather?q=penon blanco,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
nazas,mx,25.22,-104.11,80.36420000000004,16,0,1.22,"http://api.openweathermap.org/data/2.5/weather?q=nazas,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
asyut,eg,27.18,31.19,62.9042,40,0,2.02,"http://api.openweathermap.org/data/2.5/weather?q=asyut,eg&appid=4cc2a844092656dedc2d4db74f22bdb6"
venice,us,27.1,-82.45,78.31400000000002,83,1,4.6,"http://api.openweathermap.org/data/2.5/weather?q=venice,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
mapimi,mx,25.82,-103.85,84.19999999999999,12,5,1.5,"http://api.openweathermap.org/data/2.5/weather?q=mapimi,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
uthal,pk,25.81,66.62,64.7942000000001,58,0,1.67,"http://api.openweathermap.org/data/2.5/weather?q=uthal,pk&appid=4cc2a844092656dedc2d4db74f22bdb6"
hamilton,bm,32.3,-64.78,62.599999999999966,59,75,3.1,"http://api.openweathermap.org/data/2.5/weather?q=hamilton,bm&appid=4cc2a844092656dedc2d4db74f22bdb6"
bayshore gardens,us,27.43,-82.59,77.70200000000006,83,1,3.6,"http://api.openweathermap.org/data/2.5/weather?q=bayshore gardens,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
saint pete beach,us,27.73,-82.74,78.34999999999997,78,90,5.7,"http://api.openweathermap.org/data/2.5/weather?q=saint pete beach,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
abnub,eg,27.27,31.15,62.9042,40,0,2.02,"http://api.openweathermap.org/data/2.5/weather?q=abnub,eg&appid=4cc2a844092656dedc2d4db74f22bdb6"
seminole,us,32.72,-102.64,64.39999999999992,17,1,2.6,"http://api.openweathermap.org/data/2.5/weather?q=seminole,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
camargo,mx,27.69,-105.17,77.21420000000006,7,0,2.87,"http://api.openweathermap.org/data/2.5/weather?q=camargo,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
lompoc,us,34.64,-120.46,68.594,28,1,5.1,"http://api.openweathermap.org/data/2.5/weather?q=lompoc,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
los llanos de aridane,es,28.66,-17.92,66.19999999999999,68,44,8.7,"http://api.openweathermap.org/data/2.5/weather?q=los llanos de aridane,es&appid=4cc2a844092656dedc2d4db74f22bdb6"
ponta delgada,pt,37.73,-25.67,62.599999999999966,93,75,2.1,"http://api.openweathermap.org/data/2.5/weather?q=ponta delgada,pt&appid=4cc2a844092656dedc2d4db74f22bdb6"
callaway,us,46.98,-95.91,35.23999999999995,64,40,1.5,"http://api.openweathermap.org/data/2.5/weather?q=callaway,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
matay,eg,28.42,30.79,63.35420000000005,37,0,2.62,"http://api.openweathermap.org/data/2.5/weather?q=matay,eg&appid=4cc2a844092656dedc2d4db74f22bdb6"
saucillo,mx,28.03,-105.29,75.05419999999998,8,0,2.32,"http://api.openweathermap.org/data/2.5/weather?q=saucillo,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
saint george,bm,32.38,-64.68,62.599999999999966,59,75,3.1,"http://api.openweathermap.org/data/2.5/weather?q=saint george,bm&appid=4cc2a844092656dedc2d4db74f22bdb6"
ojinaga,mx,29.57,-104.42,73.25420000000003,10,0,2.77,"http://api.openweathermap.org/data/2.5/weather?q=ojinaga,mx&appid=4cc2a844092656dedc2d4db74f22bdb6"
nalut,ly,31.86,10.98,57.77420000000001,32,36,2.77,"http://api.openweathermap.org/data/2.5/weather?q=nalut,ly&appid=4cc2a844092656dedc2d4db74f22bdb6"
marsa matruh,eg,31.35,27.25,52.01420000000002,76,0,1.12,"http://api.openweathermap.org/data/2.5/weather?q=marsa matruh,eg&appid=4cc2a844092656dedc2d4db74f22bdb6"
nushki,pk,29.55,66.02,47.87419999999997,97,0,1.67,"http://api.openweathermap.org/data/2.5/weather?q=nushki,pk&appid=4cc2a844092656dedc2d4db74f22bdb6"
pokhara,np,28.21,83.99,53.63420000000002,56,0,1.87,"http://api.openweathermap.org/data/2.5/weather?q=pokhara,np&appid=4cc2a844092656dedc2d4db74f22bdb6"
luocheng,cn,28.29,114.55,47.33419999999995,98,92,1.42,"http://api.openweathermap.org/data/2.5/weather?q=luocheng,cn&appid=4cc2a844092656dedc2d4db74f22bdb6"
ziyang,cn,30.12,104.65,45.62419999999997,89,0,1.32,"http://api.openweathermap.org/data/2.5/weather?q=ziyang,cn&appid=4cc2a844092656dedc2d4db74f22bdb6"
agadir,ma,30.42,-9.58,60.80000000000001,77,0,5.1,"http://api.openweathermap.org/data/2.5/weather?q=agadir,ma&appid=4cc2a844092656dedc2d4db74f22bdb6"
khorramshahr,ir,30.43,48.18,66.416,52,0,1,"http://api.openweathermap.org/data/2.5/weather?q=khorramshahr,ir&appid=4cc2a844092656dedc2d4db74f22bdb6"
lynn haven,us,30.25,-85.65,74.30000000000001,88,75,5.1,"http://api.openweathermap.org/data/2.5/weather?q=lynn haven,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
pecos,us,31.42,-103.49,69.80000000000001,8,1,4.1,"http://api.openweathermap.org/data/2.5/weather?q=pecos,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
dothan,us,31.22,-85.39,73.14799999999997,88,75,3.6,"http://api.openweathermap.org/data/2.5/weather?q=dothan,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
susangerd,ir,31.56,48.19,62.599999999999966,55,0,1,"http://api.openweathermap.org/data/2.5/weather?q=susangerd,ir&appid=4cc2a844092656dedc2d4db74f22bdb6"
torbay,ca,47.66,-52.73,26.599999999999966,86,90,8.2,"http://api.openweathermap.org/data/2.5/weather?q=torbay,ca&appid=4cc2a844092656dedc2d4db74f22bdb6"
eufaula,us,31.89,-85.15,73.79599999999999,69,90,2.1,"http://api.openweathermap.org/data/2.5/weather?q=eufaula,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
carlsbad,us,33.16,-117.35,68.18,45,1,2.1,"http://api.openweathermap.org/data/2.5/weather?q=carlsbad,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
dehloran,ir,32.69,47.27,56.33419999999995,73,0,1.32,"http://api.openweathermap.org/data/2.5/weather?q=dehloran,ir&appid=4cc2a844092656dedc2d4db74f22bdb6"
phenix city,us,32.47,-85,73.83199999999994,100,75,4.1,"http://api.openweathermap.org/data/2.5/weather?q=phenix city,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
opelika,us,32.65,-85.38,72.49999999999994,78,75,4.1,"http://api.openweathermap.org/data/2.5/weather?q=opelika,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
artesia,us,32.84,-104.4,65.04799999999994,10,1,2.1,"http://api.openweathermap.org/data/2.5/weather?q=artesia,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
valley,us,48.18,-117.72,48.19999999999993,45,75,4.6,"http://api.openweathermap.org/data/2.5/weather?q=valley,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
roswell,us,33.39,-104.52,64.39999999999992,9,1,2.67,"http://api.openweathermap.org/data/2.5/weather?q=roswell,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
carrollton,us,33.58,-85.08,64.166,88,75,2.1,"http://api.openweathermap.org/data/2.5/weather?q=carrollton,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
ribeira grande,pt,38.52,-28.7,63.89420000000001,95,36,6.07,"http://api.openweathermap.org/data/2.5/weather?q=ribeira grande,pt&appid=4cc2a844092656dedc2d4db74f22bdb6"
morro bay,us,35.37,-120.85,68.01800000000009,28,1,5.1,"http://api.openweathermap.org/data/2.5/weather?q=morro bay,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
fortuna,us,40.6,-124.16,54.73399999999998,62,1,6.7,"http://api.openweathermap.org/data/2.5/weather?q=fortuna,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
cedartown,us,34.01,-85.26,62.56400000000002,100,90,3.6,"http://api.openweathermap.org/data/2.5/weather?q=cedartown,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
portales,us,34.19,-103.33,57.19999999999999,24,40,2.1,"http://api.openweathermap.org/data/2.5/weather?q=portales,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
monterey,us,36.6,-121.89,66.61399999999998,40,1,5.7,"http://api.openweathermap.org/data/2.5/weather?q=monterey,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
tucumcari,us,35.17,-103.73,57.19999999999999,22,90,1.22,"http://api.openweathermap.org/data/2.5/weather?q=tucumcari,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
fort oglethorpe,us,34.95,-85.24,60.853999999999985,87,90,2.6,"http://api.openweathermap.org/data/2.5/weather?q=fort oglethorpe,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
pacific grove,us,36.62,-121.92,66.61399999999998,40,1,5.7,"http://api.openweathermap.org/data/2.5/weather?q=pacific grove,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
soddy-daisy,us,35.24,-85.19,59.84600000000006,87,90,2.6,"http://api.openweathermap.org/data/2.5/weather?q=soddy-daisy,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
lagos,pt,37.1,-8.67,55.39999999999992,82,20,3.6,"http://api.openweathermap.org/data/2.5/weather?q=lagos,pt&appid=4cc2a844092656dedc2d4db74f22bdb6"
crossville,us,35.95,-85.03,59.036,87,90,3.6,"http://api.openweathermap.org/data/2.5/weather?q=crossville,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
raton,us,36.9,-104.44,45.55400000000003,24,90,5.7,"http://api.openweathermap.org/data/2.5/weather?q=raton,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
cookeville,us,36.16,-85.5,61.79000000000002,72,20,5.7,"http://api.openweathermap.org/data/2.5/weather?q=cookeville,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
half moon bay,us,37.46,-122.43,62.797999999999945,41,1,3.6,"http://api.openweathermap.org/data/2.5/weather?q=half moon bay,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
tastur,tn,36.55,9.44,47.48000000000002,87,20,1.67,"http://api.openweathermap.org/data/2.5/weather?q=tastur,tn&appid=4cc2a844092656dedc2d4db74f22bdb6"
campbellsville,us,37.34,-85.34,59.16199999999998,71,90,4.1,"http://api.openweathermap.org/data/2.5/weather?q=campbellsville,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
aljezur,pt,37.31,-8.8,56.69420000000008,100,24,8.67,"http://api.openweathermap.org/data/2.5/weather?q=aljezur,pt&appid=4cc2a844092656dedc2d4db74f22bdb6"
trinidad,us,37.17,-104.5,39.75799999999998,58,40,3.6,"http://api.openweathermap.org/data/2.5/weather?q=trinidad,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
pacifica,us,37.61,-122.49,62.47399999999999,41,1,3.6,"http://api.openweathermap.org/data/2.5/weather?q=pacifica,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
nantucket,us,41.28,-70.1,36.31999999999999,34,1,6.7,"http://api.openweathermap.org/data/2.5/weather?q=nantucket,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
mill valley,us,37.91,-122.55,61.41199999999998,48,1,5.1,"http://api.openweathermap.org/data/2.5/weather?q=mill valley,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
san anselmo,us,37.97,-122.56,61.627999999999986,48,1,5.1,"http://api.openweathermap.org/data/2.5/weather?q=san anselmo,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
rohnert park,us,38.34,-122.7,61.321999999999946,51,1,3.1,"http://api.openweathermap.org/data/2.5/weather?q=rohnert park,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
windsor,us,42.3,-83.03,39.93799999999999,44,1,5.7,"http://api.openweathermap.org/data/2.5/weather?q=windsor,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
healdsburg,us,38.61,-122.87,61.537999999999954,51,1,3.1,"http://api.openweathermap.org/data/2.5/weather?q=healdsburg,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
fountain,us,38.68,-104.7,41.48600000000005,38,20,6.7,"http://api.openweathermap.org/data/2.5/weather?q=fountain,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
provideniya,ru,64.42,-173.23,16.914199999999994,100,80,6.97,"http://api.openweathermap.org/data/2.5/weather?q=provideniya,ru&appid=4cc2a844092656dedc2d4db74f22bdb6"
ukiah,us,39.15,-123.21,62.599999999999966,27,1,1.5,"http://api.openweathermap.org/data/2.5/weather?q=ukiah,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
black forest,us,39.01,-104.7,37.94,44,1,9.3,"http://api.openweathermap.org/data/2.5/weather?q=black forest,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
parker,us,39.52,-104.76,41.81000000000006,60,75,2.6,"http://api.openweathermap.org/data/2.5/weather?q=parker,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
connersville,us,39.64,-85.14,57.613999999999976,26,1,5.7,"http://api.openweathermap.org/data/2.5/weather?q=connersville,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
lagoa,pt,37.14,-8.45,55.39999999999992,82,20,3.6,"http://api.openweathermap.org/data/2.5/weather?q=lagoa,pt&appid=4cc2a844092656dedc2d4db74f22bdb6"
fort morgan,us,40.25,-103.8,44.88799999999998,26,40,9.8,"http://api.openweathermap.org/data/2.5/weather?q=fort morgan,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
redding,us,40.59,-122.39,60.29599999999999,26,1,2.6,"http://api.openweathermap.org/data/2.5/weather?q=redding,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
eureka,us,40.8,-124.16,55.39999999999992,66,1,5.1,"http://api.openweathermap.org/data/2.5/weather?q=eureka,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
port hardy,ca,50.7,-127.42,46.39999999999998,65,75,2.1,"http://api.openweathermap.org/data/2.5/weather?q=port hardy,ca&appid=4cc2a844092656dedc2d4db74f22bdb6"
greeley,us,41.55,-98.53,36.71599999999995,86,90,6.2,"http://api.openweathermap.org/data/2.5/weather?q=greeley,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
sitka,us,37.17,-99.65,44.454200000000014,85,92,9.62,"http://api.openweathermap.org/data/2.5/weather?q=sitka,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
kodiak,us,39.95,-94.76,51.799999999999955,43,90,8.7,"http://api.openweathermap.org/data/2.5/weather?q=kodiak,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
shasta lake,us,40.68,-122.36,60.33199999999994,26,1,2.6,"http://api.openweathermap.org/data/2.5/weather?q=shasta lake,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
ashland,us,38.48,-82.64,63.536,27,1,3.6,"http://api.openweathermap.org/data/2.5/weather?q=ashland,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
torrington,us,42.06,-104.18,42.799999999999955,48,20,7.7,"http://api.openweathermap.org/data/2.5/weather?q=torrington,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
sturgis,us,44.41,-103.51,32.05400000000003,86,76,2.6,"http://api.openweathermap.org/data/2.5/weather?q=sturgis,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
medford,us,42.33,-122.87,50.37800000000004,47,1,0.97,"http://api.openweathermap.org/data/2.5/weather?q=medford,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
battle creek,us,42.32,-85.18,46.057999999999936,31,1,2.6,"http://api.openweathermap.org/data/2.5/weather?q=battle creek,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
grants pass,us,42.44,-123.33,51.22399999999999,49,40,1.17,"http://api.openweathermap.org/data/2.5/weather?q=grants pass,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
yarmouth,ca,43.84,-66.12,30.199999999999932,46,75,10.3,"http://api.openweathermap.org/data/2.5/weather?q=yarmouth,ca&appid=4cc2a844092656dedc2d4db74f22bdb6"
muros,es,42.77,-9.06,40.99999999999994,93,75,4.1,"http://api.openweathermap.org/data/2.5/weather?q=muros,es&appid=4cc2a844092656dedc2d4db74f22bdb6"
ionia,us,42.99,-85.07,41.12600000000003,44,1,7.2,"http://api.openweathermap.org/data/2.5/weather?q=ionia,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
roseburg,us,43.22,-123.34,50.05400000000003,50,1,2.1,"http://api.openweathermap.org/data/2.5/weather?q=roseburg,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
bastia,fr,42.7,9.45,48.36200000000002,61,0,1,"http://api.openweathermap.org/data/2.5/weather?q=bastia,fr&appid=4cc2a844092656dedc2d4db74f22bdb6"
spearfish,us,44.49,-103.86,32.34199999999993,86,76,2.6,"http://api.openweathermap.org/data/2.5/weather?q=spearfish,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
big rapids,us,43.7,-85.48,38.714,35,1,3.6,"http://api.openweathermap.org/data/2.5/weather?q=big rapids,us&appid=4cc2a844092656dedc2d4db74f22bdb6"
