,Compound,Date,Negative,Neutral,Positive,Source,Text
80,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,.@PressSec on census citizenship question: This is something that has been part of the census for decades and somet… https://t.co/JXWKYMH0PY
81,0.431,03/28/2018,0.806,0.0,0.194,@FoxNews,".@PressSec: “The United States is open to building a better relationship with Russia, but the Russian government mu… https://t.co/pz7eGj1rHH"
82,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,.@PressSec Sarah Sanders holds a briefing  https://t.co/fBqAzIX9CL
83,0.2732,03/28/2018,0.851,0.0,0.149,@FoxNews,'Roseanne' Is Now a Big #Trump Supporter in Reboot of Hit 1990s Sitcom https://t.co/ERjH7TkucL
84,0.3818,03/28/2018,0.867,0.0,0.133,@FoxNews,.@JohnJamesMI on @foxandfriends: “#DonaldTrump is delivering on his promises and the people in the state of Michiga… https://t.co/AgzExVdjYa
85,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,Awaiting: @WhiteHouse briefing https://t.co/9fT8Fn3XPw
86,0.4404,03/28/2018,0.552,0.159,0.29,@FoxNews,"Owl gets loose at wedding, leaves best man 'terrified' https://t.co/Q5SCAfmm4w"
87,0.6705,03/28/2018,0.508,0.119,0.373,@FoxNews,RT @FoxBusiness: McCormick offers employee bonuses on tax cut benefit https://t.co/hJRwSAl9bM https://t.co/ZkWw9YAtPD
88,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,The casket of New York City firefighter Lieutenant Michael Davidson is carried on a firetruck down Fifth Avenue as… https://t.co/7AodGGQsld
89,-0.2023,03/28/2018,0.847,0.153,0.0,@FoxNews,"Mummy discovery: 2,500-year-old Egyptian coffin was thought to be empty https://t.co/VCtJ3sSO2p"
90,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,Georgia mom makes 'entitled' teenage son shop at Goodwill to learn lesson in humility https://t.co/49IjH2zuWI
91,0.0772,03/28/2018,0.86,0.0,0.14,@FoxNews,Hofstra activists want to remove Thomas Jefferson statue https://t.co/6Wzh9D9Fms
92,0.7351,03/28/2018,0.64,0.0,0.36,@FoxNews,".@candacecbure credits Jesus and the Bible for her happy, 22-year marriage https://t.co/0yGdWqDbed https://t.co/wHlBXrJXOb"
93,-0.0258,03/28/2018,0.621,0.192,0.186,@FoxNews,Mural honoring officers in Dallas police massacre removed due to code violations https://t.co/nGwbEwkTVf
94,-0.6808,03/28/2018,0.663,0.337,0.0,@FoxNews,Person arrested in connection to suspicious packages found at DC-area military bases https://t.co/DBrp0Jc5MU
95,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,Facebook CEO Mark Zuckerberg to testify before Congress: report https://t.co/b4uBdpwin3 https://t.co/gKuK3BtGvs
96,0.7906,03/28/2018,0.611,0.0,0.389,@FoxNews,Retired Supreme Court Justice Stevens says Second Amendment should be repealed https://t.co/PE13PgJSin https://t.co/siqsenZTgv
97,-0.128,03/28/2018,0.914,0.086,0.0,@FoxNews,Bill Richardson: “My view is that it’s going to be a tough year for Republicans in midterms.” https://t.co/8Q7JG4su2W
98,0.0,03/28/2018,1.0,0.0,0.0,@FoxNews,Mystery train rumored to carry Kim Jong Un leaves China after secretive stay https://t.co/SSCtuGrIcE
99,-0.128,03/28/2018,0.927,0.073,0.0,@FoxNews,This baby orangutan at the Phoenix Zoo got a front-row seat when a young boy began performing tricks with his yo-yo. https://t.co/4BxVRADuVB
0,0.34,03/28/2018,0.701,0.117,0.182,@nytimes,RT @NeilMacFarquhar: Articulate whistle-blower says data miners took “colonial” delight in secretly manipulating other countries via @NYTim…
1,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,Uber said it is not renewing its permit to test self-driving vehicles in California because it wants to wait for th… https://t.co/8QlITPricx
2,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"A combination of weather phenomena whipped up and swept Saharan dust north, bringing a sepia tint to parts of easte… https://t.co/WL5g75ZvCd"
3,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"RT @nytopinion: Despite the ubiquity of dogs in our culture, there is much we don’t know about them and how they experience the world. Thei…"
4,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,RT @jdelreal: For those catching up on the events here in Sacramento: https://t.co/vgSOvghxF3
5,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,The idea of cosmetic surgery for a fish may sound extreme. But the Asian arowana is not your average pet store fish. https://t.co/RacPmqymCs
6,-0.34,03/28/2018,0.789,0.211,0.0,@nytimes,"Arrest of Catalan Leader Tests Spain, Separatists and E.U. https://t.co/jW8JlTkZyq"
7,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,Atlanta’s city government has been partially paralyzed for days by a cyberattack. Traffic tickets can't be paid onl… https://t.co/e8ITt2Pien
8,-0.8442,03/28/2018,0.62,0.304,0.076,@nytimes,"RT @NYTStyles: ""How can I get over my sense of betrayal, my rage and my desire to punish this man for the disrespectful way he treated me?""…"
9,-0.2263,03/28/2018,0.909,0.091,0.0,@nytimes,"Detectives in Los Angeles searching for an actress who disappeared last month found a body they believe is hers, th… https://t.co/UctTxeFEo6"
10,-0.7717,03/28/2018,0.637,0.288,0.075,@nytimes,"""We have created a double tragedy for these people."" Chronic pain patients treated with high doses of opioids are c… https://t.co/O2ZPgi7gM5"
11,0.4588,03/28/2018,0.87,0.0,0.13,@nytimes,RT @nytopinion: John Paul Stevens: Rarely in my lifetime have I seen the type of civic engagement school children demonstrated throughout t…
12,0.4019,03/28/2018,0.863,0.0,0.137,@nytimes,"Before harvesting millions of users' Facebook data, Cambridge Analytica had help from an employee at Peter Thiel's… https://t.co/yq5T0MfyyH"
13,0.0258,03/28/2018,0.823,0.086,0.091,@nytimes,Investors pummeled tech stocks again on Tuesday as they hurried to drop shares in the very sector that once drove a… https://t.co/55Ge3ZrTLI
14,0.4939,03/28/2018,0.789,0.0,0.211,@nytimes,RT @PamelaPaulNYT: Everyone except Sean Penn will enjoy reading this book review. https://t.co/RliFDhdK2o
15,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"In Opinion,
Isabelle Robinson, a senior at Marjory Stoneman Douglas High School, writes, ""The idea that we are to b… https://t.co/cVB0DGRzd0"
16,0.4404,03/28/2018,0.734,0.0,0.266,@nytimes,Bill Cunningham left us one final gift: a memoir https://t.co/jNLxToxSrK
17,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,RT @nickconfessore: NEW w/@AllMattNYT &amp; @carolecadwalla: interviews &amp; documents reveal how an employee at Peter Thiel's Silicon Valley inte…
18,-0.886,03/28/2018,0.691,0.309,0.0,@nytimes,"He was wrongfully convicted of rape and murder and spent 23 years behind bars. This week, he returned to work as a… https://t.co/I6ujPJ625a"
19,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"RT @jdelreal: Hundreds of people who were waiting outside have made their way into the city hall foyer, where they are chanting Stephon Cla…"
20,0.4019,03/28/2018,0.876,0.0,0.124,@nytimes,Breaking News: President Trump secured his first major trade deal: a pact with South Korea. It may have been driven… https://t.co/ie34rULVmY
21,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"Evening Briefing: Here's what you need to know at the end of the day
https://t.co/viDImohrSe"
22,-0.4215,03/28/2018,0.865,0.135,0.0,@nytimes,"Dr. John Cacioppo, who bridged biology and psychology in exploring the health effects of loneliness, dies at 66 https://t.co/Czq6evXOGX"
23,-0.1511,03/28/2018,0.667,0.2,0.133,@nytimes,RT @jdelreal: Stephon Clark’s brother is interrupting the city council meeting. “They don’t care about you!” he screamed. https://t.co/GrXi…
24,-0.4404,03/28/2018,0.828,0.172,0.0,@nytimes,Some might find the idea of speed-solving @nytimes crossword puzzles intimidating. Not this group.… https://t.co/bfSPo3yCxa
25,-0.4404,03/28/2018,0.868,0.132,0.0,@nytimes,At least 12 states signaled that they would sue to block the Trump administration from adding a question about citi… https://t.co/C4Pn782AFc
26,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,RT @jdelreal: Packed house today at the Sacramento City Council meeting to discuss the Stephon Clark shooting. The room is at capacity and…
27,0.2732,03/28/2018,0.896,0.0,0.104,@nytimes,The surprise discussions added another layer of complexity to the rush of global diplomacy around North Korea’s nuc… https://t.co/fkwmip5h3Z
28,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,Breaking News: North Korea's leader is said to have met secretly with China's president. It was Kim Jong-un’s first… https://t.co/Mw0YpWvfbC
29,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"As you walk into a room at University of California, Irvine, the first thing you notice are the fruit and vegetable… https://t.co/c7KTBOf2dZ"
30,-0.4019,03/28/2018,0.856,0.144,0.0,@nytimes,"H&amp;M is a ""fast fashion"" giant. But it has a big problem: A $4.3 billion pile of unsold clothes. https://t.co/xkjuVRmCJT"
31,0.7003,03/28/2018,0.766,0.0,0.234,@nytimes,"It's pretty clear how birds, even dinosaurs, got their wings. But how insects got theirs has been a mystery -- unti… https://t.co/izgS59NtxG"
32,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"Evening Briefing: Here's what you need to know at the end of the day
https://t.co/v54i6wg4pj"
33,-0.7096,03/28/2018,0.772,0.228,0.0,@nytimes,RT @jdelreal: About two dozen people are gathered here at the Sacramento County District Attorney’s Office to protest the death of Stephon…
34,-0.5994,03/28/2018,0.776,0.224,0.0,@nytimes,"Apple is introducing a new iPad, trying to become a force again in classrooms, a battle fought against Google and M… https://t.co/AAPH4kWu1N"
35,0.0772,03/28/2018,0.939,0.0,0.061,@nytimes,The 2020 census is a snapshot of America that will affect the number of congressional seats and how state and feder… https://t.co/HcGCEs7ftP
36,-0.6249,03/28/2018,0.779,0.221,0.0,@nytimes,"RT @cliffordlevy: Some Republicans fear the midterms may come down to one thing: Trump’s conduct. (Including Stormy.)
""He blocks everything…"
37,-0.8225,03/28/2018,0.636,0.364,0.0,@nytimes,A fatal helicopter crash in New York’s East River may have been caused by a passenger’s harness accidentally trippi… https://t.co/ilkS6nx9rz
38,-0.886,03/28/2018,0.691,0.309,0.0,@nytimes,"He was wrongfully convicted of rape and murder and spent 23 years behind bars. This week, he returned to work as a… https://t.co/zIGxzZlm4E"
39,-0.0772,03/28/2018,0.734,0.147,0.119,@nytimes,Here are 11 movies you won’t want to miss https://t.co/DeWdoxFniP
40,0.0772,03/28/2018,0.933,0.0,0.067,@nytimes,"If President Trump actually meets Kim Jong-un, his challenge will be much larger than merely persuading North Korea… https://t.co/7JveTkU9oD"
41,-0.2732,03/28/2018,0.89,0.11,0.0,@nytimes,"“The Americans” has always been as much about marriage and partnership as about geopolitics, our critic writes https://t.co/UXPe1hO5R1"
42,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"Roseanne believes President Trump doesn't oppose same-sex marriage. ""He has said it several times, you know, that h… https://t.co/E7ThXtFRAn"
43,0.5859,03/28/2018,0.833,0.0,0.167,@nytimes,"If it is successful, the Trump administration could come closer than any Republican White House has to achieving a… https://t.co/edKynbq7K7"
44,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,These almond cookies need just 4 ingredients https://t.co/gY9TpfJdjd
45,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"In Opinion,
Isabelle Robinson, a senior at Marjory Stoneman Douglas High School, writes, ""The idea that we are to b… https://t.co/uxs0El114r"
46,0.8176,03/28/2018,0.694,0.0,0.306,@nytimes,"""A strong case could be made for [Gerald] Murnane, who recently turned 79, as the greatest living English-language… https://t.co/7ESwrnkrfv"
47,0.1779,03/28/2018,0.922,0.0,0.078,@nytimes,"Two graphic designers founded Turbo without fully knowing what it would be. Now, the studio is part of a growing de… https://t.co/xmZNfQqdZX"
48,-0.5106,03/28/2018,0.852,0.148,0.0,@nytimes,The attorney general is responding to public outcry over a police shooting in which an unarmed black man was killed… https://t.co/64nSNabytF
49,0.3612,03/28/2018,0.828,0.0,0.172,@nytimes,"The photos are surreal, like a Martian ski slope or a toasted marshmallow sky https://t.co/VFHIgBVETa"
50,-0.4588,03/28/2018,0.857,0.143,0.0,@nytimes,"By branching into public forums, Breitbart is taking a cue from one of its perennial foes: the mainstream media https://t.co/8wS7IUFeQU"
51,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"Check out our new animations about race and mobility, or make one of your own https://t.co/FNt0PtuI8l"
52,-0.836,03/28/2018,0.535,0.395,0.07,@nytimes,Horrific accounts of children struggling to escape the blazing shopping mall distracted public attention from a dip… https://t.co/0ngky3p6Km
53,0.3612,03/28/2018,0.674,0.098,0.228,@nytimes,"Fair housing groups filed a lawsuit saying that Facebook continues to discriminate against certain groups, includin… https://t.co/cBbsa2X9BK"
54,0.4588,03/28/2018,0.818,0.0,0.182,@nytimes,"RT @nytimesworld: “Spain is creating a situation where Europe’s judges rather than its politicians are being asked to solve Catalonia,” one…"
55,-0.0258,03/28/2018,0.788,0.108,0.103,@nytimes,"Under pressure, Mark Zuckerberg agreed to testify before Congress over Facebook’s handling of user data, people fam… https://t.co/MvIygDFq9u"
56,-0.7269,03/28/2018,0.684,0.274,0.042,@nytimes,Critics say the rule could throw patients who lost access to the drugs into withdrawal or even provoke them to buy… https://t.co/06RkHiijim
57,-0.5994,03/28/2018,0.837,0.163,0.0,@nytimes,Tempest in an egg spoon: How Alice Waters's fancy utensil set off a culinary culture war that touches on class and… https://t.co/g0XvIB6ABy
58,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"Lieutenant Davidson left behind a wife and four young children, and came from a family of firefighters, with his fa… https://t.co/qoREudBKjp"
59,0.8625,03/28/2018,0.593,0.0,0.407,@nytimes,"“It’s like a beauty pageant. The fish cannot be fat. It must look strong and have personality."" https://t.co/nSKiuU0x9i"
60,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"RT @amyfiscus: ""Bulletproof, Slow and Full of Wine” is also the title of my autobiography https://t.co/JthIHU4sY5"
61,0.2732,03/28/2018,0.704,0.0,0.296,@nytimes,Roseanne has become a Trump supporter https://t.co/bs6NXUo6mr
62,-0.3612,03/28/2018,0.656,0.22,0.124,@nytimes,"Tanzina Vega is the new host of “The Takeaway,” succeeding John Hockenberry, who was accused of sexual harassment a… https://t.co/zrO7bNE7I5"
63,-0.8126,03/28/2018,0.656,0.344,0.0,@nytimes,"Why are the Parkland students being attacked? “Together we kind of form an unstoppable force that terrifies them."" https://t.co/wTnnc2IOLq"
64,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"RT @KevinQ: New today in Upshot-land, income mobility ladders for girls, Asian-Americans and other groups. Or make your own – there are tho…"
65,0.0772,03/28/2018,0.707,0.159,0.134,@nytimes,"""I got back to something I’d been missing over a month of solo travel: the joy of getting lost with someone whose c… https://t.co/uTaaAFEJSa"
66,-0.6597,03/28/2018,0.56,0.321,0.119,@nytimes,"""Being crazy isn't enough."" A Manhattan nanny charged with killing two children in her care is pursuing an insanity… https://t.co/ro78pJw85B"
67,-0.3217,03/28/2018,0.77,0.142,0.088,@nytimes,"Two white police officers in Baton Rouge, La., will not be prosecuted in the fatal 2016 shooting of Alton Sterling,… https://t.co/kRzukrAMDy"
68,0.477,03/28/2018,0.706,0.086,0.208,@nytimes,"The former dean, William D. Strampel, was accused not only of failing to protect women and girls from Larry Nassar,… https://t.co/saN2IbTMhc"
69,0.7579,03/28/2018,0.755,0.0,0.245,@nytimes,RT @nytimesbusiness: “Trump has been a godsend for China.” The potential cost of moving away from institutions and alliances in favor of a…
70,0.4939,03/28/2018,0.856,0.0,0.144,@nytimes,"The Rev. Samuel Rodriguez thinks of himself as a modern-day Joseph in Pharaoh’s court, placed there to save his peo… https://t.co/ajpHlmGwE4"
71,0.25,03/28/2018,0.92,0.0,0.08,@nytimes,"RT @patrickhealynyt: Roseanne Barr &amp; I got into it when she claimed Trump favors same-sex marriage: ""Yes, he does. He has said it several t…"
72,-0.2023,03/28/2018,0.909,0.091,0.0,@nytimes,"Federal authorities charged Keith Raniere, the head of the Albany-area group Nxivm, with forcing women to have sex… https://t.co/L5xGmbNUfG"
73,0.3182,03/28/2018,0.881,0.0,0.119,@nytimes,"In Opinion,
Op-Ed columnist @PaulKrugman writes, ""The simple truth is that ever since Reagan, Republicans have basi… https://t.co/2xROYOSesk"
74,-0.4588,03/28/2018,0.864,0.136,0.0,@nytimes,RT @nytopinion: Stormy Daniels is not the first person who claims to have been threatened after crossing Donald Trump https://t.co/jq4XA1hs…
75,0.7783,03/28/2018,0.536,0.0,0.464,@nytimes,"RT @nytimesarts: Chris Evans makes a terrific Broadway debut in ""Lobby Hero"" https://t.co/RSHFjyp02o"
76,0.5799,03/28/2018,0.595,0.137,0.268,@nytimes,"On U.S. involvement in the Syrian war, one operative said: “Russia is more honorable and trustworthy than the Unite… https://t.co/j4nPJbWm4Q"
77,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"RT @nytimesbusiness: Waymo says it will buy up to 20,000 electric cars from Jaguar Land Rover as it strives to put a ride service into oper…"
78,-0.1695,03/28/2018,0.9,0.1,0.0,@nytimes,"Stephen Colbert and other late-night hosts were not surprised by Stephanie Clifford's ""60 Minutes"" interview https://t.co/i7tEE6rroE"
79,0.3182,03/28/2018,0.881,0.0,0.119,@nytimes,"""I'm sure there are other Cambridge Analyticas out there,"" Senator John Kennedy said. ""Facebook isn't just a compan… https://t.co/q02W3HcwDe"
80,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,RT @nytopinion: John Paul Stevens: Repealing the Second Amendment would move Saturday’s marchers closer to their objective than any other p…
81,0.4019,03/28/2018,0.881,0.0,0.119,@nytimes,Polls and recent elections show that Trump has galvanized liberal and moderate voters to oppose his party. Yet at t… https://t.co/hj0feZkpk5
82,0.2617,03/28/2018,0.915,0.0,0.085,@nytimes,"RT @nytgraphics: All 435 House seats are up for election this November, but just 48 are considered competitive: 41 held by Republicans, 7 b…"
83,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/1cL3jRvE6f https://t.co/DZGs6ucJlW
84,-0.9081,03/28/2018,0.568,0.432,0.0,@nytimes,The Maryland school shooter who fatally shot his ex-girlfriend and injured another student last week killed himself… https://t.co/n7N1XpSNsB
85,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,Linda Brown came to symbolize one of the most transformative court proceedings in American history https://t.co/vUcEP99A3g
86,0.4588,03/28/2018,0.812,0.0,0.188,@nytimes,"A housemate of the Austin bomber has become a ""person of interest"" in the investigation https://t.co/thNrBdpcJM"
87,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"Your daily @DealBook Briefing:

• Citigroup became the biggest Wall Street firm thus far to take actions to limit g… https://t.co/trOfabkKIY"
88,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"Lobster, wine and ""lady conductors"": What we know about North Korea's mystery train https://t.co/PCuXFczwwb"
89,-0.3818,03/28/2018,0.88,0.12,0.0,@nytimes,"""From a European perspective, the shock comes from the fact that the U.S. is now seen as a destabilizing force, lik… https://t.co/IMDcz7Nj2v"
90,0.7717,03/28/2018,0.712,0.0,0.288,@nytimes,"Eight years ago, the United States and Russia agreed to a spy swap that sent a Russian double agent to safety in Br… https://t.co/5Dv7DOef5y"
91,-0.4588,03/28/2018,0.842,0.158,0.0,@nytimes,"The former dean of Michigan State University’s medical school, who supervised the disgraced physician Lawrence Nass… https://t.co/zvJMTgrnB7"
92,-0.2023,03/28/2018,0.917,0.083,0.0,@nytimes,"Within 30 seconds of arriving, Deputy Brewer had exited his car, confronted a man in the street whose pants were ar… https://t.co/LzNamOCMQf"
93,0.34,03/28/2018,0.876,0.0,0.124,@nytimes,"The 2020 census will ask respondents whether they are U.S. citizens, the Commerce Department announced, agreeing to… https://t.co/zz1aqLKqAT"
94,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,A video that appeared to show the arrival in Beijing of an old-style green train fueled speculation that a high-lev… https://t.co/nB2RJVVDYe
95,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/C4v9hpi3Ye https://t.co/QLK2dlg5qA
96,-0.5267,03/28/2018,0.825,0.175,0.0,@nytimes,"Others have come at President Trump with indignation, righteousness and appeals to decency. Stormy Daniels swatted… https://t.co/iq3gZcZzNd"
97,0.0,03/28/2018,1.0,0.0,0.0,@nytimes,"""She called me at 4:11 p.m. the last time and told me that everything was in flames, and that the doors were blocke… https://t.co/T2XmtaoKxp"
98,-0.8519,03/28/2018,0.484,0.401,0.114,@nytimes,"A woman who survived the Holocaust was murdered in Paris, in what the authorities are calling a hate crime https://t.co/PCfeDQFPrz"
99,-0.4767,03/28/2018,0.866,0.134,0.0,@nytimes,"After 61 weeks in the White House, President Trump has found 2 people he won’t attack on Twitter: Stormy Daniels an… https://t.co/5VpaR8vviN"
